"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Stanford University"
"Institution_ID","rsc:2472"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Section_Type=Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created","2018-08-22"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018","Jun-2018"
"The electronic structure of iridium oxide electrodes active in water splitting","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp06997a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","8","0","0","0","0","0","8"
"Self-pairing of 1-methylthymine mediated by two and three Ag(i) ions: a gas phase study using infrared dissociation spectroscopy and density functional theory","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07016c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Fundamental insights into the electronic structure of zigzag MoS2 nanoribbons","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07096a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Electron transport mechanism of bathocuproine exciton blocking layer in organic photovoltaics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07099f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Emission shaping in fluorescent proteins: role of electrostatics and p-stacking","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07535a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Bifunctional alloys for the electroreduction of CO2 and CO","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07717f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"The effects of n-type doping on lithium storage in TiO2","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07907a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Designing graphene as a new frustrated Lewis pair catalyst for hydrogen activation by co-doping","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07969a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","3","0","0","0","0","0","3"
"A study of temperature dependent local atomic displacements in a Ba(Fe1-x  Co  x  )2As2 superconductor","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp07985c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Elucidation of adsorption processes at the surface of Pt(331) model electrocatalysts in acidic aqueous media","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5cp08000b","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Electronic defect states at the LaAlO3/SrTiO3 heterointerface revealed by O K-edge X-ray absorption spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00028b","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Tracing the origins of transient overshoots for binary mixture diffusion in microporous crystalline materials","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00132g","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","3","0","0","0","0","0","3"
"Using the GVB Ansatz to develop ensemble DFT method for describing multiple strongly correlated electron pairs","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00236f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"NMR reveals the surface functionalisation of Ti3C2 MXene","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00330c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"High-performance organic broadband photomemory transistors exhibiting remarkable UV-NIR response","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00432f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"K- and L-edge X-ray absorption spectrum calculations of closed-shell carbon, silicon, germanium, and sulfur compounds using damped four-component density functional response theory","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00561f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Controlling electron emission from the photoactive yellow protein chromophore by substitution at the coumaric acid group","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00565a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Tight binding model of conformational disorder effects on the optical absorption spectrum of polythiophenes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00832a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Isoreticular zirconium-based metal–organic frameworks: discovering mechanical trends and elastic anomalies controlling chemical structure stability","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00864j","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Structural effect of glyme–Li+ salt solvate ionic liquids on the conformation of poly(ethylene oxide)","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp00919k","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Improved optical properties of silica/UV-cured polymer composite films made of hollow silica nanoparticles with a hierarchical structure for light diffuser film applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp01005a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Vibrational solvatochromism of nitrile infrared probes: beyond the vibrational Stark dipole approach","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp01578f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"In situ tuning of gold nanorod plasmon through oxidative cyanide etching","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp01679k","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"High-coverage stable structures of 3d transition metal intercalated bilayer graphene","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp01841f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Oxygen exchange at gas/oxide interfaces: how the apparent activation energy of the surface exchange coefficient depends on the kinetic regime","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02131j","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","7","0","0","0","0","0","7"
"Isn't the space-charge potential in ceria-based solid electrolytes largely overestimated?","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02177h","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"The thermoelectrochemistry of lithium–glyme solvate ionic liquids: towards waste heat harvesting","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02255c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Dielectric characteristics of fast Li ion conducting garnet-type Li5+2x  La3Nb2-x  Y  x  O12 (x = 0.25, 0.5 and 0.75)","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02287a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Liquid structure of dibutyl sulfoxide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02335e","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Diels–Alder attachment of a planar organic molecule to a dangling bond dimer on a hydrogenated semiconductor surface","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02346k","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"A DFT study of planar vs. corrugated graphene-like carbon nitride (g-C3N4) and its role in the catalytic performance of CO2 conversion","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02453j","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"A time to search: finding the meaning of variable activation energy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02491b","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Conceptual density functional theory for electron transfer and transport in mesoscopic systems","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6cp02504h","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Molecular gels in the gas phase? Gelator–gelator and gelator–solvent interactions probed by vibrational spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02755e","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Reactive force field development for magnesium chloride hydrates and its application for seasonal heat storage","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02762h","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"A review of carrier thermoelectric-transport theory in organic semiconductors","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp02830f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
"Dipole correlation effects on the local field and the effective dielectric constant in composite dielectrics containing high-k inclusions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp03149h","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","0","2"
"Adsorption in zeolites using mechanically embedded ONIOM clusters","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6cp03266d","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","0","1"
